latency,throughput,orphan_rate
2.766509959381472,0.0,0.010767114070102097
2.766509959381472,0.0,0.025932491595766473
2.766509959381472,1550.3191199110547,0.016241065973466886
2.766509959381472,0.1259766426737588,0.031632028367553335
3.3804539110633844,0.0,0.013745804327213423
3.296154565692779,325.74732742401886,0.04134197921728349
2.766509959381472,0.0,0.01499572192327795
2.766509959381472,55.050856436260354,0.038053066892844545
2.766509959381472,0.0,0.03962353956883517
2.766509959381472,0.0,0.037544133137481665
3.3804539110633844,0.6318455889764898,0.020486803191332878
3.3930123345717678,0.26018525593324465,0.02281396566692769
3.296154565692779,0.0,0.019772047303305597
2.766509959381472,0.0,0.014031630486184382
2.766509959381472,538.1356488739747,0.04779842981507721
2.766509959381472,0.0,0.045558363289588455
2.766509959381472,954.5593978238516,0.010834258083968979
2.766509959381472,569.1049983366664,0.021900047004526482
2.766509959381472,18.53081116172552,0.037941030825539936
3.3804539110633844,0.0,0.00041826201458525783
2.766509959381472,0.0,0.042676822796088074
2.766509959381472,0.0,0.0051248795995107125
3.3930123345717678,327.7674013902687,0.045871468571767396
3.3930123345717678,5942.910875090298,0.009695896321787452
2.766509959381472,0.0,0.0018440914797148323
2.766509959381472,0.3569680985603249,0.0010292913604494191
3.296154565692779,0.0,0.0007975305336121841
3.296154565692779,0.0,0.019690367276270535
2.766509959381472,0.0,0.04558795231469457
3.3930123345717678,0.0,0.013463380436418938
2.766509959381472,0.6048840117510017,0.04543796189155491
3.296154565692779,0.0,0.04381825997893176
3.3804539110633844,0.9051904936427672,0.03204551281693792
3.296154565692779,0.0,0.007367644987702249
3.296154565692779,0.0,0.016648046652585482
2.766509959381472,0.0,0.038192123860895474
3.3804539110633844,0.0,0.008361418767141955
2.766509959381472,0.0,0.00461733103429095
2.766509959381472,0.0,0.0170750914533536
2.766509959381472,0.0,0.03332678066124704
3.3930123345717678,1427.5135766068115,0.023058187864809804
3.6968447045356285,101.370757144334,0.0004832886718834695
3.3804539110633844,0.0,0.022736711870458733
2.766509959381472,0.058728395865962214,0.029252327263017422
2.766509959381472,0.034821271342972734,0.032747812903431886
3.3804539110633844,0.5886779457920951,0.023467483467698527
2.766509959381472,553.7850925404223,0.04798013535836245
3.3804539110633844,0.0,0.0039669598524368025
3.296154565692779,528.8304077757087,0.014133253204241275
3.3930123345717678,0.0,0.007969467002702374
2.766509959381472,0.0,0.007622082570099626
2.766509959381472,0.0,0.03620635061488094
2.766509959381472,204.71647016548357,0.009561632932784954
3.6242013778763864,0.07285438053335436,0.008250481867435289
3.296154565692779,0.0,0.0297386407619338
2.766509959381472,1362.8370499643152,0.02650682102991573
3.3930123345717678,447.0166870774189,0.014915723459083137
3.296154565692779,768.8653807071033,0.017776192347103443
3.6336201955076737,0.0,0.025840964082432163
2.766509959381472,588.4227359377969,0.03953987395369006
3.3804539110633844,0.0,0.006105542777124562
2.766509959381472,0.19770974171831665,0.02716353411330584
2.766509959381472,0.0,0.04669604437684733
2.766509959381472,0.0,0.0015034201209321808
3.296154565692779,0.005947923424110326,0.0041658005273397915
3.296154565692779,0.0,0.027638223778386525
3.6336201955076737,2434.7119980324946,0.012506359628327213
3.3930123345717678,0.0,0.021042142821522194
2.766509959381472,0.6953761180161775,0.017975819499803414
3.3804539110633844,0.5171480729329949,0.04313683603145735
2.766509959381472,0.0,0.005379193943285543
3.296154565692779,152.3691576520097,0.04210726131567201
3.296154565692779,0.4999957049042043,0.004331800023785348
2.766509959381472,0.0,0.004595409563573333
2.766509959381472,1708.271491958115,0.04922542809458476
3.296154565692779,0.0,0.009780922076856102
2.766509959381472,0.0,0.043054429566560914
2.766509959381472,166.29006322332808,0.02187807512157742
3.296154565692779,0.0,0.00539117860762427
3.3930123345717678,0.25202140031949904,0.024931840137998398
3.6242013778763864,0.0,0.03545338631398847
3.6968447045356285,0.09293896641570143,0.005708293928216823
2.766509959381472,2649.411368781453,0.023681881103095548
3.296154565692779,0.23922486000788581,0.01109101264910028
2.766509959381472,0.0,0.026489308661298058
3.6242013778763864,0.1712579393103487,0.013364637507068445
3.296154565692779,0.0,0.003976849716010067
3.6242013778763864,2106.212755527045,0.004266752319783812
3.6242013778763864,0.0,0.027693583276868945
3.296154565692779,0.6905068240007443,0.006181669318948319
3.296154565692779,0.0,0.045792082781012766
3.6336201955076737,0.0,0.0139490481816273
3.296154565692779,0.0,0.012945114397565745
